image,question_id,noun
COCO_train2014_000000081074.jpg,810742,keyboard
COCO_train2014_000000234391.jpg,2343912,water
COCO_train2014_000000234391.jpg,2343910,back
COCO_train2014_000000234391.jpg,2343910,scene
COCO_train2014_000000234391.jpg,2343911,bird
COCO_train2014_000000234391.jpg,2343911,water
COCO_train2014_000000247712.jpg,2477120,color
COCO_train2014_000000247712.jpg,2477120,person
COCO_train2014_000000247712.jpg,2477120,shirt
COCO_train2014_000000247712.jpg,2477121,photo
COCO_train2014_000000247712.jpg,2477122,color
COCO_train2014_000000247712.jpg,2477122,man
COCO_train2014_000000535130.jpg,5351300,woman
COCO_train2014_000000535130.jpg,5351300,head
COCO_train2014_000000535130.jpg,5351300,blurry
COCO_train2014_000000535130.jpg,5351301,diamond
COCO_train2014_000000535130.jpg,5351301,ring
COCO_train2014_000000535130.jpg,5351302,kind
COCO_train2014_000000535130.jpg,5351302,room
COCO_train2014_000000358405.jpg,3584050,kind
COCO_train2014_000000358405.jpg,3584050,drink
COCO_train2014_000000358405.jpg,3584050,glass
COCO_train2014_000000358405.jpg,3584050,lady
COCO_train2014_000000358405.jpg,3584051,color
COCO_train2014_000000358405.jpg,3584051,man
COCO_train2014_000000358405.jpg,3584051,shirt
COCO_train2014_000000358405.jpg,3584052,work
COCO_train2014_000000358405.jpg,3584052,day
COCO_train2014_000000464605.jpg,4646050,person
COCO_train2014_000000464605.jpg,4646050,snowboard
COCO_train2014_000000464605.jpg,4646050,man
COCO_train2014_000000464605.jpg,4646051,air
COCO_train2014_000000464605.jpg,4646052,color
COCO_train2014_000000464605.jpg,4646052,jacket
COCO_train2014_000000464605.jpg,4646052,person
COCO_train2014_000000272480.jpg,2724801,left
COCO_train2014_000000272480.jpg,2724801,photo
COCO_train2014_000000272480.jpg,2724802,kind
COCO_train2014_000000291855.jpg,2918552,bus
COCO_train2014_000000291855.jpg,2918550,blue
COCO_train2014_000000291855.jpg,2918550,bike
COCO_train2014_000000291855.jpg,2918551,number
COCO_train2014_000000291855.jpg,2918551,bus
COCO_train2014_000000175121.jpg,1751210,sign
COCO_train2014_000000175121.jpg,1751210,distance
COCO_train2014_000000175121.jpg,1751211,road
COCO_train2014_000000175121.jpg,1751212,kind
COCO_train2014_000000175121.jpg,1751212,car
COCO_train2014_000000131780.jpg,1317800,theme
COCO_train2014_000000131780.jpg,1317801,top
COCO_train2014_000000131780.jpg,1317802,man
COCO_train2014_000000131780.jpg,1317802,blue
COCO_train2014_000000542165.jpg,5421650,color
COCO_train2014_000000542165.jpg,5421651,picture
COCO_train2014_000000542165.jpg,5421652,dog
COCO_train2014_000000245609.jpg,2456090,sort
COCO_train2014_000000245609.jpg,2456090,background
COCO_train2014_000000245609.jpg,2456091,person
COCO_train2014_000000245609.jpg,2456092,person
COCO_train2014_000000245609.jpg,2456092,surfboard
COCO_train2014_000000129726.jpg,1297261,man
COCO_train2014_000000129726.jpg,1297261,beard
COCO_train2014_000000129726.jpg,1297262,color
COCO_train2014_000000129726.jpg,1297262,man
COCO_train2014_000000129726.jpg,1297262,shirt
COCO_train2014_000000530160.jpg,5301600,person
COCO_train2014_000000530160.jpg,5301600,apple
COCO_train2014_000000530160.jpg,5301601,apple
COCO_train2014_000000530160.jpg,5301601,ripe
COCO_train2014_000000530160.jpg,5301602,end
COCO_train2014_000000047386.jpg,473860,man
COCO_train2014_000000047386.jpg,473860,owner
COCO_train2014_000000047386.jpg,473860,dog
COCO_train2014_000000047386.jpg,473861,kind
COCO_train2014_000000047386.jpg,473861,hat
COCO_train2014_000000047386.jpg,473861,man
COCO_train2014_000000047386.jpg,473862,activity
COCO_train2014_000000208011.jpg,2080112,picture
COCO_train2014_000000208011.jpg,2080110,picture
COCO_train2014_000000337726.jpg,3377260,man
COCO_train2014_000000337726.jpg,3377261,color
COCO_train2014_000000337726.jpg,3377261,bench
COCO_train2014_000000337726.jpg,3377261,living
COCO_train2014_000000337726.jpg,3377261,room
COCO_train2014_000000337726.jpg,3377262,man
COCO_train2014_000000337726.jpg,3377262,company
COCO_train2014_000000467063.jpg,4670632,man
COCO_train2014_000000467063.jpg,4670632,head
COCO_train2014_000000467063.jpg,4670630,man
COCO_train2014_000000467063.jpg,4670630,cow
COCO_train2014_000000467063.jpg,4670630,horse
COCO_train2014_000000576072.jpg,5760720,windowsill
COCO_train2014_000000576072.jpg,5760721,type
COCO_train2014_000000576072.jpg,5760721,cat
COCO_train2014_000000576072.jpg,5760722,laptop
COCO_train2014_000000367961.jpg,3679610,kind
COCO_train2014_000000367961.jpg,3679610,bus
COCO_train2014_000000367961.jpg,3679611,bus
COCO_train2014_000000367961.jpg,3679612,type
COCO_train2014_000000367961.jpg,3679612,fence
COCO_train2014_000000367961.jpg,3679612,background
COCO_train2014_000000245326.jpg,2453260,winning
COCO_train2014_000000245326.jpg,2453260,cover
COCO_train2014_000000245326.jpg,2453261,sport
COCO_train2014_000000245326.jpg,2453262,horse
COCO_train2014_000000245326.jpg,2453262,race
COCO_train2014_000000245326.jpg,2453262,place
COCO_train2014_000000311667.jpg,3116672,boy
COCO_train2014_000000311667.jpg,3116672,neck
COCO_train2014_000000311667.jpg,3116670,occasion
COCO_train2014_000000311667.jpg,3116671,boy
COCO_train2014_000000311667.jpg,3116671,look
COCO_train2014_000000062662.jpg,626621,time
COCO_train2014_000000062662.jpg,626621,clock
COCO_train2014_000000393286.jpg,3932860,banana
COCO_train2014_000000393286.jpg,3932861,thing
COCO_train2014_000000393286.jpg,3932862,banana
COCO_train2014_000000430621.jpg,4306210,batter
COCO_train2014_000000430621.jpg,4306210,helmet
COCO_train2014_000000430621.jpg,4306211,game
COCO_train2014_000000430621.jpg,4306212,adult
COCO_train2014_000000488962.jpg,4889620,type
COCO_train2014_000000488962.jpg,4889620,fruit
COCO_train2014_000000488962.jpg,4889620,counter
COCO_train2014_000000488962.jpg,4889621,party
COCO_train2014_000000488962.jpg,4889622,fruit
COCO_train2014_000000488962.jpg,4889622,man
COCO_train2014_000000488962.jpg,4889622,head
COCO_train2014_000000259721.jpg,2597211,room
COCO_train2014_000000259721.jpg,2597212,area
COCO_train2014_000000362363.jpg,3623630,drinking
COCO_train2014_000000362363.jpg,3623630,water
COCO_train2014_000000362363.jpg,3623631,kind
COCO_train2014_000000362363.jpg,3623631,animal
COCO_train2014_000000459736.jpg,4597361,picture
COCO_train2014_000000459736.jpg,4597362,cow
COCO_train2014_000000459736.jpg,4597362,facing
COCO_train2014_000000073461.jpg,734610,bird
COCO_train2014_000000073461.jpg,734610,picture
COCO_train2014_000000073461.jpg,734611,bird
COCO_train2014_000000073461.jpg,734611,noise
COCO_train2014_000000579567.jpg,5795672,bird
COCO_train2014_000000579567.jpg,5795672,plant
COCO_train2014_000000579567.jpg,5795670,bird
COCO_train2014_000000579567.jpg,5795670,blinking
COCO_train2014_000000056040.jpg,560400,girl
COCO_train2014_000000056040.jpg,560400,mouth
COCO_train2014_000000056040.jpg,560401,picnic
COCO_train2014_000000056040.jpg,560401,table
COCO_train2014_000000056040.jpg,560401,photo
COCO_train2014_000000056040.jpg,560402,girl
COCO_train2014_000000056040.jpg,560402,hair
COCO_train2014_000000056040.jpg,560402,color
COCO_train2014_000000224975.jpg,2249752,color
COCO_train2014_000000224975.jpg,2249750,person
COCO_train2014_000000224975.jpg,2249750,air
COCO_train2014_000000224975.jpg,2249751,color
COCO_train2014_000000382316.jpg,3823160,color
COCO_train2014_000000382316.jpg,3823160,seat
COCO_train2014_000000382316.jpg,3823161,cloudy
COCO_train2014_000000382316.jpg,3823161,day
COCO_train2014_000000382316.jpg,3823162,man
COCO_train2014_000000301109.jpg,3011091,light
COCO_train2014_000000301109.jpg,3011092,painting
COCO_train2014_000000115005.jpg,1150052,object
COCO_train2014_000000115005.jpg,1150052,room
COCO_train2014_000000027844.jpg,278440,sign
COCO_train2014_000000027844.jpg,278441,sign
COCO_train2014_000000027844.jpg,278442,action
COCO_train2014_000000027844.jpg,278442,sign
COCO_train2014_000000490481.jpg,4904810,donut
COCO_train2014_000000490481.jpg,4904811,donut
COCO_train2014_000000490481.jpg,4904811,whole
COCO_train2014_000000518948.jpg,5189480,woman
COCO_train2014_000000518948.jpg,5189480,middle
COCO_train2014_000000518948.jpg,5189481,color
COCO_train2014_000000518948.jpg,5189481,shoes
COCO_train2014_000000518948.jpg,5189481,boy
COCO_train2014_000000518948.jpg,5189481,right
COCO_train2014_000000518948.jpg,5189482,college
COCO_train2014_000000567121.jpg,5671210,color
COCO_train2014_000000567121.jpg,5671210,visor
COCO_train2014_000000567121.jpg,5671211,sponsor
COCO_train2014_000000567121.jpg,5671211,left
COCO_train2014_000000567121.jpg,5671212,color
COCO_train2014_000000567121.jpg,5671212,dress
COCO_train2014_000000214927.jpg,2149272,pizza
COCO_train2014_000000214927.jpg,2149272,plate
COCO_train2014_000000214927.jpg,2149272,napkin
COCO_train2014_000000214927.jpg,2149270,pizza
COCO_train2014_000000214927.jpg,2149271,person
COCO_train2014_000000214927.jpg,2149271,pizza
COCO_train2014_000000214927.jpg,2149271,sauce
COCO_train2014_000000401720.jpg,4017200,kind
COCO_train2014_000000401720.jpg,4017200,horse
COCO_train2014_000000401720.jpg,4017201,blanket
COCO_train2014_000000401720.jpg,4017201,saddle
COCO_train2014_000000262098.jpg,2620980,zoo
COCO_train2014_000000262098.jpg,2620981,background
COCO_train2014_000000371647.jpg,3716472,side
COCO_train2014_000000371647.jpg,3716472,room
COCO_train2014_000000371647.jpg,3716470,wall
COCO_train2014_000000371647.jpg,3716471,light
COCO_train2014_000000546161.jpg,5461610,sport
COCO_train2014_000000546161.jpg,5461610,picture
COCO_train2014_000000006107.jpg,61072,sport
COCO_train2014_000000006107.jpg,61070,boy
COCO_train2014_000000006107.jpg,61071,boy
COCO_train2014_000000006107.jpg,61071,throwing
COCO_train2014_000000461701.jpg,4617011,bear
COCO_train2014_000000028109.jpg,281090,game
COCO_train2014_000000028109.jpg,281090,progress
COCO_train2014_000000028109.jpg,281091,color
COCO_train2014_000000028109.jpg,281091,man
COCO_train2014_000000028109.jpg,281092,company
COCO_train2014_000000028109.jpg,281092,marketing
COCO_train2014_000000028109.jpg,281092,court
COCO_train2014_000000475967.jpg,4759672,dog
COCO_train2014_000000475967.jpg,4759670,dog
COCO_train2014_000000475967.jpg,4759670,dog
COCO_train2014_000000475967.jpg,4759671,man
COCO_train2014_000000475967.jpg,4759671,blue
COCO_train2014_000000475967.jpg,4759671,shirt
COCO_train2014_000000520112.jpg,5201121,kind
COCO_train2014_000000520112.jpg,5201121,table
COCO_train2014_000000000797.jpg,7971,elephant
COCO_train2014_000000504259.jpg,5042592,direction
COCO_train2014_000000504259.jpg,5042590,sheep
COCO_train2014_000000504259.jpg,5042590,picture
COCO_train2014_000000504259.jpg,5042591,animal
COCO_train2014_000000504259.jpg,5042591,sweater
COCO_train2014_000000504259.jpg,5042591,back
COCO_train2014_000000271038.jpg,2710380,building
COCO_train2014_000000271038.jpg,2710381,clock
COCO_train2014_000000104368.jpg,1043680,person
COCO_train2014_000000261387.jpg,2613872,color
COCO_train2014_000000261387.jpg,2613871,color
COCO_train2014_000000261387.jpg,2613871,blue
COCO_train2014_000000233381.jpg,2333810,child
COCO_train2014_000000233381.jpg,2333810,surfboard
COCO_train2014_000000233381.jpg,2333811,type
COCO_train2014_000000233381.jpg,2333811,suit
COCO_train2014_000000233381.jpg,2333812,citizen
COCO_train2014_000000267831.jpg,2678310,man
COCO_train2014_000000267831.jpg,2678310,kite
COCO_train2014_000000267831.jpg,2678311,beach
COCO_train2014_000000136653.jpg,1366530,man
COCO_train2014_000000136653.jpg,1366531,man
COCO_train2014_000000136653.jpg,1366531,boat
COCO_train2014_000000136653.jpg,1366532,man
COCO_train2014_000000558567.jpg,5585672,night
COCO_train2014_000000558567.jpg,5585672,time
COCO_train2014_000000558567.jpg,5585670,city
COCO_train2014_000000558567.jpg,5585670,street
COCO_train2014_000000558567.jpg,5585671,photo
COCO_train2014_000000238203.jpg,2382032,color
COCO_train2014_000000238203.jpg,2382032,photo
COCO_train2014_000000238203.jpg,2382030,kind
COCO_train2014_000000238203.jpg,2382030,field
COCO_train2014_000000238203.jpg,2382031,image
COCO_train2014_000000025241.jpg,252410,part
COCO_train2014_000000025241.jpg,252410,body
COCO_train2014_000000523186.jpg,5231860,snow
COCO_train2014_000000523186.jpg,5231860,picture
COCO_train2014_000000523186.jpg,5231860,man-made
COCO_train2014_000000523186.jpg,5231861,skier
COCO_train2014_000000523186.jpg,5231861,picture
COCO_train2014_000000523186.jpg,5231861,safety
COCO_train2014_000000523186.jpg,5231861,gear
COCO_train2014_000000523186.jpg,5231862,run
COCO_train2014_000000523186.jpg,5231862,diamond
COCO_train2014_000000391748.jpg,3917480,Did
COCO_train2014_000000391748.jpg,3917480,shot
COCO_train2014_000000391748.jpg,3917481,someone
COCO_train2014_000000391748.jpg,3917481,hat
COCO_train2014_000000391748.jpg,3917482,game
COCO_train2014_000000082759.jpg,827592,man
COCO_train2014_000000082759.jpg,827592,military
COCO_train2014_000000082759.jpg,827590,man
COCO_train2014_000000082759.jpg,827591,color
COCO_train2014_000000082759.jpg,827591,man
COCO_train2014_000000082759.jpg,827591,jacket
COCO_train2014_000000213963.jpg,2139632,cup
COCO_train2014_000000213963.jpg,2139632,clean
COCO_train2014_000000213963.jpg,2139630,kind
COCO_train2014_000000213963.jpg,2139630,cup
COCO_train2014_000000213963.jpg,2139631,keyboard
COCO_train2014_000000213963.jpg,2139631,foreground
COCO_train2014_000000213963.jpg,2139631,picture
COCO_train2014_000000473102.jpg,4731020,color
COCO_train2014_000000473102.jpg,4731020,man
COCO_train2014_000000473102.jpg,4731020,shirt
COCO_train2014_000000473102.jpg,4731021,man
COCO_train2014_000000473102.jpg,4731021,front
COCO_train2014_000000473102.jpg,4731022,building
COCO_train2014_000000473102.jpg,4731022,city
COCO_train2014_000000576225.jpg,5762250,table
COCO_train2014_000000576225.jpg,5762251,statue
COCO_train2014_000000576225.jpg,5762252,color
COCO_train2014_000000576225.jpg,5762252,bag
COCO_train2014_000000404486.jpg,4044862,man
COCO_train2014_000000262495.jpg,2624952,baby
COCO_train2014_000000262495.jpg,2624952,wearing
COCO_train2014_000000262495.jpg,2624950,child
COCO_train2014_000000262495.jpg,2624951,baby
COCO_train2014_000000547938.jpg,5479380,symbol
COCO_train2014_000000547938.jpg,5479380,tail
COCO_train2014_000000547938.jpg,5479380,airplane
COCO_train2014_000000547938.jpg,5479381,background
COCO_train2014_000000547938.jpg,5479382,area
COCO_train2014_000000293822.jpg,2938220,color
COCO_train2014_000000293822.jpg,2938220,shirt
COCO_train2014_000000293822.jpg,2938220,person
COCO_train2014_000000293822.jpg,2938221,person
COCO_train2014_000000293822.jpg,2938221,hat
COCO_train2014_000000293822.jpg,2938222,pool
COCO_train2014_000000062941.jpg,629410,country
COCO_train2014_000000062941.jpg,629410,airline
COCO_train2014_000000062941.jpg,629411,plane
COCO_train2014_000000062941.jpg,629411,air
COCO_train2014_000000062941.jpg,629412,plane
COCO_train2014_000000090051.jpg,900510,water
COCO_train2014_000000090051.jpg,900511,color
COCO_train2014_000000121731.jpg,1217310,picture
COCO_train2014_000000121731.jpg,1217311,man
COCO_train2014_000000121731.jpg,1217311,herding
COCO_train2014_000000485247.jpg,4852470,sink
COCO_train2014_000000485247.jpg,4852470,room
COCO_train2014_000000485247.jpg,4852471,light
COCO_train2014_000000491888.jpg,4918880,table
COCO_train2014_000000491888.jpg,4918881,beverage
COCO_train2014_000000491888.jpg,4918881,glass
COCO_train2014_000000491888.jpg,4918882,color
COCO_train2014_000000491888.jpg,4918882,tablecloth
COCO_train2014_000000569723.jpg,5697232,ground
COCO_train2014_000000569723.jpg,5697230,man
COCO_train2014_000000569723.jpg,5697231,game
COCO_train2014_000000533957.jpg,5339570,food
COCO_train2014_000000533957.jpg,5339570,plate
COCO_train2014_000000533957.jpg,5339571,boy
COCO_train2014_000000491400.jpg,4914000,color
COCO_train2014_000000491400.jpg,4914001,man
COCO_train2014_000000491400.jpg,4914001,umbrella
COCO_train2014_000000491400.jpg,4914002,man
COCO_train2014_000000443427.jpg,4434272,color
COCO_train2014_000000443427.jpg,4434272,jacket
COCO_train2014_000000443427.jpg,4434270,man
COCO_train2014_000000443427.jpg,4434270,train
COCO_train2014_000000443427.jpg,4434271,holiday
COCO_train2014_000000443427.jpg,4434271,theme
COCO_train2014_000000443427.jpg,4434271,train
COCO_train2014_000000555473.jpg,5554730,water
COCO_train2014_000000555473.jpg,5554732,everyone
COCO_train2014_000000555473.jpg,5554732,life
COCO_train2014_000000303703.jpg,3037032,refrigerator
COCO_train2014_000000303703.jpg,3037030,orange
COCO_train2014_000000303703.jpg,3037030,bowl
COCO_train2014_000000303703.jpg,3037031,pitcher
COCO_train2014_000000233647.jpg,2336470,scene
COCO_train2014_000000233647.jpg,2336471,circus
COCO_train2014_000000163818.jpg,1638181,kind
COCO_train2014_000000163818.jpg,1638182,place
COCO_train2014_000000020857.jpg,208570,color
COCO_train2014_000000020857.jpg,208570,pic
COCO_train2014_000000020857.jpg,208571,anything
COCO_train2014_000000020857.jpg,208572,kind
COCO_train2014_000000020857.jpg,208572,food
COCO_train2014_000000501647.jpg,5016472,color
COCO_train2014_000000501647.jpg,5016470,color
COCO_train2014_000000501647.jpg,5016470,helmet
COCO_train2014_000000119618.jpg,1196180,license
COCO_train2014_000000119618.jpg,1196180,plate
COCO_train2014_000000119618.jpg,1196181,photo
COCO_train2014_000000119618.jpg,1196182,make
COCO_train2014_000000119618.jpg,1196182,look
COCO_train2014_000000119618.jpg,1196182,clown
COCO_train2014_000000119618.jpg,1196182,car
COCO_train2014_000000522820.jpg,5228200,plane
COCO_train2014_000000522820.jpg,5228201,plane
COCO_train2014_000000522820.jpg,5228202,plane
COCO_train2014_000000367259.jpg,3672590,color
COCO_train2014_000000367259.jpg,3672590,umbrella
COCO_train2014_000000367259.jpg,3672591,color
COCO_train2014_000000367259.jpg,3672591,table
COCO_train2014_000000164655.jpg,1646552,vehicle
COCO_train2014_000000164655.jpg,1646550,police
COCO_train2014_000000164655.jpg,1646551,picture
COCO_train2014_000000249727.jpg,2497272,food
COCO_train2014_000000249727.jpg,2497270,woman
COCO_train2014_000000249727.jpg,2497270,necklace
COCO_train2014_000000535768.jpg,5357680,boy
COCO_train2014_000000535768.jpg,5357680,asleep
COCO_train2014_000000535768.jpg,5357681,boy
COCO_train2014_000000535768.jpg,5357681,smiling
COCO_train2014_000000535768.jpg,5357682,bed
COCO_train2014_000000318845.jpg,3188450,back
COCO_train2014_000000318845.jpg,3188451,truck
COCO_train2014_000000318845.jpg,3188452,truck
COCO_train2014_000000271586.jpg,2715860,vehicle
COCO_train2014_000000271586.jpg,2715861,fighter
COCO_train2014_000000271586.jpg,2715861,jet
COCO_train2014_000000528992.jpg,5289920,board
COCO_train2014_000000528992.jpg,5289922,bread
COCO_train2014_000000540464.jpg,5404641,food
COCO_train2014_000000540464.jpg,5404642,ripe
COCO_train2014_000000410312.jpg,4103120,photo
COCO_train2014_000000410312.jpg,4103121,child
COCO_train2014_000000410312.jpg,4103121,cutting
COCO_train2014_000000410312.jpg,4103122,child
COCO_train2014_000000267289.jpg,2672890,batter
COCO_train2014_000000267289.jpg,2672890,ball
COCO_train2014_000000267289.jpg,2672891,business
COCO_train2014_000000267289.jpg,2672891,billboard
COCO_train2014_000000181009.jpg,1810090,type
COCO_train2014_000000181009.jpg,1810090,phone
COCO_train2014_000000181009.jpg,1810090,person
COCO_train2014_000000181009.jpg,1810091,color
COCO_train2014_000000181009.jpg,1810091,railing
COCO_train2014_000000080084.jpg,800840,pot
COCO_train2014_000000080084.jpg,800840,stove
COCO_train2014_000000080084.jpg,800842,woman
COCO_train2014_000000080084.jpg,800842,neck
COCO_train2014_000000158307.jpg,1583072,sky
COCO_train2014_000000158307.jpg,1583072,bird
COCO_train2014_000000158307.jpg,1583070,hill
COCO_train2014_000000158307.jpg,1583071,bird
COCO_train2014_000000360475.jpg,3604752,fence
COCO_train2014_000000360475.jpg,3604750,man
COCO_train2014_000000360475.jpg,3604751,man
COCO_train2014_000000375665.jpg,3756650,color
COCO_train2014_000000375665.jpg,3756650,board
COCO_train2014_000000375665.jpg,3756651,water
COCO_train2014_000000375665.jpg,3756651,calm
COCO_train2014_000000342259.jpg,3422592,pizza
COCO_train2014_000000342259.jpg,3422590,person
COCO_train2014_000000342259.jpg,3422591,stuff
COCO_train2014_000000342259.jpg,3422591,bottle
COCO_train2014_000000452819.jpg,4528190,picture
COCO_train2014_000000444173.jpg,4441730,bench
COCO_train2014_000000444173.jpg,4441731,type
COCO_train2014_000000444173.jpg,4441731,filter
COCO_train2014_000000444173.jpg,4441731,picture
COCO_train2014_000000444173.jpg,4441732,picture
COCO_train2014_000000444173.jpg,4441732,focus
COCO_train2014_000000051898.jpg,518981,bench
COCO_train2014_000000051898.jpg,518982,time
COCO_train2014_000000051898.jpg,518982,clock
COCO_train2014_000000051898.jpg,518982,tower
COCO_train2014_000000300542.jpg,3005420,man
COCO_train2014_000000300542.jpg,3005420,ladle
COCO_train2014_000000300542.jpg,3005421,photo
COCO_train2014_000000300542.jpg,3005422,kind
COCO_train2014_000000300542.jpg,3005422,food
COCO_train2014_000000300542.jpg,3005422,restaurant
COCO_train2014_000000194722.jpg,1947220,weather
COCO_train2014_000000194722.jpg,1947221,water
COCO_train2014_000000194722.jpg,1947222,plane
COCO_train2014_000000194722.jpg,1947222,ground
COCO_train2014_000000194722.jpg,1947222,water
COCO_train2014_000000251454.jpg,2514541,color
COCO_train2014_000000251454.jpg,2514542,plane
COCO_train2014_000000329387.jpg,3293872,direction
COCO_train2014_000000329387.jpg,3293872,plane
COCO_train2014_000000329387.jpg,3293870,side
COCO_train2014_000000329387.jpg,3293870,plane
COCO_train2014_000000329387.jpg,3293871,photo
COCO_train2014_000000318189.jpg,3181890,make
COCO_train2014_000000318189.jpg,3181890,car
COCO_train2014_000000318189.jpg,3181891,vintage
COCO_train2014_000000318189.jpg,3181891,car
COCO_train2014_000000318189.jpg,3181892,color
COCO_train2014_000000318189.jpg,3181892,surfboard
COCO_train2014_000000170069.jpg,1700690,background
COCO_train2014_000000170069.jpg,1700691,boat
COCO_train2014_000000170069.jpg,1700691,picture
COCO_train2014_000000170069.jpg,1700692,buoy
COCO_train2014_000000170069.jpg,1700692,water
COCO_train2014_000000016412.jpg,164120,road
COCO_train2014_000000016412.jpg,164120,busy
COCO_train2014_000000016412.jpg,164122,street
COCO_train2014_000000491111.jpg,4911112,pattern
COCO_train2014_000000408219.jpg,4082192,man
COCO_train2014_000000408219.jpg,4082192,face
COCO_train2014_000000408219.jpg,4082190,color
COCO_train2014_000000408219.jpg,4082190,snowboard
COCO_train2014_000000408219.jpg,4082191,season
COCO_train2014_000000408219.jpg,4082191,photo
COCO_train2014_000000408219.jpg,4082191,represent
COCO_train2014_000000310562.jpg,3105620,hour
COCO_train2014_000000310562.jpg,3105621,someone
COCO_train2014_000000310562.jpg,3105621,house
COCO_train2014_000000165018.jpg,1650180,day
COCO_train2014_000000165018.jpg,1650181,picture
COCO_train2014_000000165018.jpg,1650182,slope
COCO_train2014_000000073302.jpg,733020,color
COCO_train2014_000000073302.jpg,733020,man
COCO_train2014_000000073302.jpg,733020,shirt
COCO_train2014_000000073302.jpg,733022,butcher
COCO_train2014_000000073302.jpg,733022,shop
COCO_train2014_000000504321.jpg,5043210,color
COCO_train2014_000000504321.jpg,5043210,bird
COCO_train2014_000000504321.jpg,5043210,water
COCO_train2014_000000504321.jpg,5043211,background
COCO_train2014_000000504321.jpg,5043212,bird
COCO_train2014_000000504321.jpg,5043212,hungry
COCO_train2014_000000439809.jpg,4398090,child
COCO_train2014_000000439809.jpg,4398091,mountain
COCO_train2014_000000439809.jpg,4398091,picture
COCO_train2014_000000439809.jpg,4398092,horse
COCO_train2014_000000439809.jpg,4398092,wild
COCO_train2014_000000014622.jpg,146221,time
COCO_train2014_000000014622.jpg,146222,train
COCO_train2014_000000029075.jpg,290752,hippos
COCO_train2014_000000029075.jpg,290751,water
COCO_train2014_000000565939.jpg,5659392,dog
COCO_train2014_000000565939.jpg,5659390,person
COCO_train2014_000000565939.jpg,5659391,kind
COCO_train2014_000000565939.jpg,5659391,goal
COCO_train2014_000000565939.jpg,5659391,boy
COCO_train2014_000000497327.jpg,4973272,color
COCO_train2014_000000497327.jpg,4973272,boat
COCO_train2014_000000497327.jpg,4973270,flag
COCO_train2014_000000497327.jpg,4973270,end
COCO_train2014_000000497327.jpg,4973270,boat
COCO_train2014_000000172507.jpg,1725072,someone
COCO_train2014_000000172507.jpg,1725072,soda
COCO_train2014_000000172507.jpg,1725070,cut
COCO_train2014_000000172507.jpg,1725070,half
COCO_train2014_000000172507.jpg,1725071,drink
COCO_train2014_000000185436.jpg,1854360,vegetable
COCO_train2014_000000185436.jpg,1854360,top
COCO_train2014_000000185436.jpg,1854360,rack
COCO_train2014_000000185436.jpg,1854361,kind
COCO_train2014_000000185436.jpg,1854361,bag
